Name_and_model,Model_type,In_Game_Price,car_source,stock_specs,Stock_Rating,Drive_Type,speed,handling,acceleration,launch,braking,Offroad,Top_Speed,0-60_Mph,0-100_Mph,g-force,Horse_Power,Weight_lbs
2018 Porsche 718 Cayman GTS,MODERN SPORTS CARS,90000.0,Autoshow,A,785.0,RWD,6.8,7.3,6.4,7.0,5.6,4.4,,4.1,,,361,3135.0
2018 Porsche 911 GT2 RS,TRACK TOYS,315000.0,Autoshow,S1,888.0,RWD,8.0,8.6,7.5,8.3,8.3,4.2,,4.1,,,691,3197.0
2018 Porsche Cayenne Turbo,SPORTS UTILITY HEROES,220000.0,Autoshow,A,744.0,AWD,6.7,5.3,7.4,9.8,6.0,5.9,,4.1,,,550,4795.0
2018 Porsche Macan LPR Rally Raid,OFFROAD,250000.0,Wheelspin,B,637.0,AWD,5.1,3.9,4.7,4.6,4.7,10.0,,4.1,,,360,4899.0
2019 Porsche 911 Carrera S,MODERN SPORTS CARS,105000.0,Autoshow,S1,819.0,RWD,7.4,7.4,6.4,6.9,7.9,4.5,,4.1,,,444,3340.0
2019 Porsche 911 GT3 RS,TRACK TOYS,255000.0,Autoshow,S1,860.0,RWD,7.2,8.4,7.4,7.6,8.2,4.4,198.8,3.0,6.9,1.28,514,3153.0
2019 Porsche 911 GT3 RS Forza Edition,RALLY MONSTERS,255000.0,Car Collection,S1,900.0,AWD,7.0,7.0,10.0,10.0,7.8,8.1,,4.1,,,600,2844.0
2019 Porsche Macan Turbo,SPORTS UTILITY HEROES,135000.0,Autoshow,B,695.0,AWD,6.2,4.9,5.8,9.4,4.0,6.3,,4.1,,,434,4277.0
2020 Porsche Taycan Turbo S,SUPER SALOONS,185000.0,Autoshow,S1,807.0,AWD,6.1,5.7,8.5,9.6,6.0,4.4,,4.1,,,752,5121.0
"2020 Porsche Taycan Turbo S ""Welcome Pack""",SUPER SALOONS,185000.0,Autoshow,S1,900.0,AWD,10.0,7.8,9.7,10.0,7.2,4.4,,4.1,,,902,3858.0
2015 Radical RXC Turbo,EXTREME TRACK TOYS,330000.0,Wheelspin,S2,928.0,RWD,7.0,9.6,7.1,5.8,9.0,4.0,,4.1,,,454,2072.0
2019 RAESR Tachyon Speed,HYPERCARS,1050000.0,Season Event,S2,983.0,AWD,8.5,9.1,5.3,5.7,8.9,4.6,0.0,3.0,5.1,1.35,"1,251",3200.0
2017 RAM 2500 Power Wagon,PICK-UP & 4X4'S,41000.0,Autoshow,D,467.0,AWD,5.2,3.3,2.8,1.8,2.8,8.9,,4.1,,,410,7044.0
1972 Reliant Supervan III,CULT CARS,35000.0,Autoshow,D,100.0,RWD,2.6,3.4,2.2,4.5,2.0,5.6,,4.1,,,32,1004.0
1967 Renault 8 Gordini,CLASSIC RALLY,0.0,Autoshow,D,435.0,RWD,4.0,4.4,3.5,2.8,2.9,5.9,,4.1,,,103,1885.0
1968 Renault 4L Export,CULT CARS,20000.0,Barn,D,100.0,FWD,2.2,3.5,1.5,2.3,2.0,5.8,64.6,30.1,,0.68,27,1310.0
1980 Renault 5 Turbo,RETRO RALLY,120000.0,Autoshow,C,521.0,RWD,4.6,4.3,4.6,3.4,2.9,6.0,127.6,6.7,19.3,0.86,157,2138.0
1993 Renault Clio Williams,RETRO HOT HATCH,30000.0,Autoshow,C,511.0,FWD,4.7,4.8,4.0,3.1,2.9,4.8,,4.1,,,142,2233.0
2008 Renault Mégane R26.R,SUPER HOT HATCH,28000.0,Autoshow,B,678.0,FWD,5.4,6.0,4.8,4.0,5.2,4.7,151.1,5.9,14.3,0.97,227,2712.0
2013 Renault Clio R.S. 200 EDC,HOT HATCH,29000.0,Autoshow,C,595.0,FWD,5.1,5.1,4.4,4.5,3.6,4.9,,4.1,,,197,2685.0
2018 Renault MEGANE R.S.,SUPER HOT HATCH,37000.0,Autoshow,B,670.0,FWD,5.7,6.0,4.5,4.6,4.4,5.0,,4.1,,,275,3153.0
2019 Rimac Concept Two,HYPERCARS,2000000.0,Autoshow,S2,963.0,AWD,9.1,7.5,9.9,10.0,9.3,3.8,261.3,1.9,4.3,1.25,"1,887",4299.0
2016 RJ Anderson #37 Polaris RZR-Rockstar Energy Pro 2 Truck,UNLIMITED OFFROAD,500000.0,Autoshow,A,776.0,RWD,5.9,3.7,4.5,4.2,5.1,9.9,158.1,4.4,8.5,0.95,850,3750.0
2004 Saleen S7,RETRO SUPERCARS,388000.0,Wheelspin,S1,855.0,RWD,7.9,7.4,7.1,7.0,6.7,4.7,,4.1,,,575,2756.0
2018 Saleen S1,MODERN SUPERCARS,200000.0,Autoshow,S1,821.0,RWD,6.5,7.2,7.2,5.9,6.3,4.7,,4.1,,,450,2685.0
1965 Shelby Cobra 427 S/C,RARE CLASSICS,2100000.0,Autoshow,B,694.0,RWD,5.9,4.1,4.5,4.6,3.2,4.5,,4.1,,,425,2350.0
1965 Shelby Cobra Daytona Coupe,CLASSIC RACERS,30000000.0,Autoshow,B,637.0,RWD,6.7,3.9,3.7,2.9,2.8,4.7,,4.1,,,390,2300.0
2021 SIERRA Cars RX3,UTV'S,45000.0,Autoshow,A,737.0,RWD,4.3,5.1,6.4,7.1,5.9,7.7,,4.1,,,194,925.0
1998 Subaru Impreza 22B-STi Version,RETRO RALLY,110000.0,Wheelspin,B,640.0,AWD,5.6,5.5,5.0,3.2,3.6,5.3,,4.1,,,276,2800.0
2004 Subaru IMPREZA WRX STi,MODERN RALLY,28000.0,Autoshow,B,652.0,AWD,5.9,5.3,6.0,3.6,3.6,5.6,,4.1,,,278,3270.0
2005 Subaru IMPREZA WRX STI,MODERN RALLY,51000.0,Autoshow,B,669.0,AWD,6.2,5.3,6.3,3.2,3.6,5.7,168.5,4.5,12.1,0.91,311,3315.0
2008 Subaru IMPREZA WRX STI,MODERN RALLY,31000.0,Autoshow,B,649.0,AWD,5.7,5.5,5.4,3.8,3.7,5.6,,4.1,,,305,3395.0
2011 Subaru WRX STI,MODERN RALLY,33000.0,Autoshow,B,668.0,AWD,6.0,5.7,5.1,2.8,3.9,5.9,,4.1,,,305,3384.0
2013 Subaru BRZ,MODERN SPORTS CARS,32000.0,Autoshow,C,581.0,RWD,5.7,5.1,4.2,3.6,3.1,4.8,,4.1,,,200,2764.0
2015 Subaru WRX STI,MODERN RALLY,42000.0,Autoshow,B,675.0,AWD,6.0,5.7,5.5,3.1,3.9,5.6,,4.1,,,305,3386.0
2019 Subaru STI 209,MODERN RALLY,42000.0,Autoshow,B,689.0,AWD,6.0,5.9,5.8,3.1,4.4,5.4,,4.1,,,341,3485.0
1969 Toyota 2000GT,RARE CLASSICS,750000.0,Autoshow,D,487.0,RWD,5.1,4.3,3.7,2.7,2.6,5.0,,4.1,,,150,2550.0
1974 Toyota Celica GT,CLASSIC SPORTS CARS,20000.0,Autoshow,D,315.0,RWD,4.0,3.8,2.7,2.5,2.0,4.9,,4.1,,,97,2392.0
1979 Toyota FJ40,PICK-UP & 4X4'S,55000.0,Autoshow,D,269.0,AWD,3.4,3.0,2.4,3.4,2.3,7.5,,4.1,,,135,3417.0
1985 Toyota Sprinter Trueno GT Apex,RETRO SPORTS CARS,20000.0,Wheelspin,D,480.0,RWD,4.5,4.3,4.0,3.4,2.6,5.2,,4.1,,,128,2094.0
1989 Toyota MR2 SC,RETRO SPORTS CARS,20000.0,Autoshow,C,502.0,RWD,5.1,4.7,3.8,3.3,2.8,5.4,,4.1,,,145,2620.0
1992 Toyota Celica GT-Four RC ST185,RETRO RALLY,25000.0,Autoshow,C,544.0,AWD,5.8,4.5,4.7,2.9,2.7,5.5,,4.1,,,232,3219.0
1992 Toyota Supra 2.0 GT,RETRO SPORTS CARS,20000.0,Autoshow,C,558.0,RWD,5.4,5.1,4.1,2.7,3.0,5.1,,4.1,,,206,3329.0
1993 Toyota #1 T100 Baja Truck,UNLIMITED OFFROAD,500000.0,Barn,B,693.0,RWD,4.7,3.7,5.9,6.0,4.7,10.0,130.6,5.2,14.9,0.93,360,4000.0
1994 Toyota Celica GT-Four ST205,RETRO RALLY,20000.0,Wheelspin,C,590.0,AWD,6.1,4.9,5.1,2.9,3.0,5.3,,4.1,,,255,3175.0
1998 Toyota Supra RZ,RETRO SPORTS CARS,38000.0,Autoshow,B,646.0,RWD,6.4,5.4,4.6,3.1,3.5,4.7,,4.1,,,320,3329.0
"1998 Toyota Supra RZ ""Welcome Pack""",RETRO SPORTS CARS,38000.0,Autoshow,A,800.0,RWD,7.5,6.7,5.9,4.3,5.8,4.1,,4.1,,,505,3252.0
2003 Toyota Celica SS-1,RETRO SPORTS CARS,250000.0,Season Event,C,557.0,FWD,5.5,4.8,3.8,3.0,3.0,5.2,147.8,6.8,18.2,0.89,187,2560.0
2007 Toyota Hilux Arctic Trucks AT38,PICK-UP & 4X4'S,250000.0,Season Event,D,457.0,AWD,4.0,4.1,2.7,2.6,2.9,9.4,,4.1,,,169,4740.0
2013 Toyota 86,MODERN SPORTS CARS,28800.0,Autoshow,C,579.0,RWD,5.5,5.2,4.2,3.6,3.2,4.8,,4.1,,,197,2734.0
2016 Toyota Land Cruiser Arctic Trucks AT37,PICK-UP & 4X4'S,250000.0,Season Event,D,404.0,AWD,4.1,3.8,2.5,2.2,2.7,9.5,,4.1,,,161,4993.0
2020 Toyota GR Supra,MODERN SPORTS CARS,55000.0,Autoshow,A,731.0,RWD,6.2,6.1,5.5,5.8,4.6,4.8,,4.1,,,335,3397.0
1998 TVR Cerbera Speed 12,RETRO SUPERCARS,500000.0,Autoshow,S1,861.0,RWD,8.7,6.7,5.4,5.7,6.6,3.4,239.5,3.5,6.0,1.22,800,2150.0
2005 TVR Sagaris,RETRO SPORTS CARS,86000.0,Autoshow,A,779.0,RWD,6.7,6.2,5.3,5.5,5.0,4.3,,4.1,,,406,2377.0
2018 TVR Griffith,MODERN SPORTS CARS,105000.0,Autoshow,S1,825.0,RWD,7.2,7.7,5.9,6.3,6.9,4.2,,4.1,,,480,2645.0
2015 Ultima Evolution Coupe 1020,EXTREME TRACK TOYS,300000.0,Autoshow,S2,961.0,RWD,8.8,9.5,7.7,8.4,7.9,3.9,,4.1,,,"1,020",2094.0
1990 Vauxhall Lotus Carlton,RETRO SALOONS,250000.0,Season Event,B,635.0,RWD,6.6,4.7,4.1,2.4,3.2,4.7,,4.1,,,379,3642.0
2005 Vauxhall Monaro VXR,MODERN MUSCLE,25000.0,Autoshow,B,696.0,RWD,7.1,5.6,4.9,4.1,4.3,5.2,,4.1,,,398,3697.0
2016 Vauxhall Corsa VXR,HOT HATCH,28000.0,Autoshow,C,584.0,FWD,5.1,5.3,3.3,4.2,3.6,4.7,,4.1,,,202,2851.0
1963 Volkswagen Beetle,CULT CARS,20000.0,Accolade,D,100.0,RWD,2.9,3.7,1.7,2.9,1.9,5.7,,4.1,,,40,1760.0
1963 Volkswagen Beetle Forza Edition,TRACK TOYS,500000.0,Accolade,S1,900.0,RWD,6.1,8.8,8.0,8.8,10.0,4.4,,4.1,,,329,1543.0
1963 Volkswagen Type 2 De Luxe,CULT CARS,40000.0,Autoshow,D,100.0,RWD,2.6,3.6,1.5,3.0,2.0,5.7,,4.1,,,50,2513.0
1969 Volkswagen Class 5/1600 Baja Bug,BUGGIES,60000.0,Autoshow,D,349.0,RWD,3.5,4.6,2.5,4.7,3.1,7.7,,4.1,,,80,2400.0
1970 Volkswagen #1107 Desert Dingo Racing Stock Bug,BUGGIES,25000.0,Autoshow,D,371.0,RWD,3.8,3.4,2.8,2.9,2.3,8.5,,4.1,,,93,2165.0
1981 Volkswagen Scirocco S,RETRO HOT HATCH,20000.0,Autoshow,D,293.0,FWD,3.7,4.3,2.5,2.8,2.1,4.9,,4.1,,,74,2015.0
1983 Volkswagen Golf GTI,RETRO HOT HATCH,20000.0,Autoshow,D,428.0,FWD,4.2,3.9,3.5,3.3,2.4,5.0,,4.1,,,112,1909.0
1992 Volkswagen Golf Gti 16v Mk2,RETRO HOT HATCH,20000.0,Autoshow,D,429.0,FWD,4.6,4.4,3.4,2.5,2.4,4.9,,4.1,,,139,2425.0
1995 Volkswagen Corrado VR6,RETRO HOT HATCH,20000.0,Autoshow,C,533.0,FWD,5.4,4.8,3.6,3.3,2.8,5.0,148.2,7.3,19.1,0.86,178,2734.0
1998 Volkswagen GTI VR6 Mk3,RETRO HOT HATCH,25000.0,Autoshow,C,510.0,FWD,5.1,4.6,3.7,2.8,2.8,5.1,,4.1,,,172,2800.0
2003 Volkswagen Golf R32,HOT HATCH,20000.0,Autoshow,B,618.0,AWD,5.6,5.3,5.0,5.4,3.6,5.4,,4.1,,,241,3256.0
2010 Volkswagen Golf R,SUPER HOT HATCH,64000.0,Autoshow,B,645.0,AWD,5.8,5.7,5.0,3.2,3.5,5.5,,4.1,,,267,3188.0
2011 Volkswagen Scirocco R,HOT HATCH,45000.0,Autoshow,B,663.0,FWD,5.8,5.5,4.6,4.8,4.0,4.9,,4.1,,,261,2963.0
2014 Volkswagen Golf R,SUPER HOT HATCH,50000.0,Autoshow,B,663.0,AWD,5.9,5.9,5.8,6.3,3.8,5.5,,4.1,,,296,3254.0
2017 Volkswagen #34 Volkswagen Andretti Rallycross Beetle,RALLY MONSTERS,500000.0,Autoshow,S1,851.0,AWD,4.8,5.6,9.2,4.6,5.9,7.6,136.4,2.3,5.3,1.17,553,2668.0
1983 Volvo 242 Turbo Evolution,CLASSIC RALLY,45000.0,Autoshow,C,548.0,RWD,5.0,4.0,4.0,3.6,3.1,5.5,,4.1,,,225,3175.0
1997 Volvo 850 R,RETRO SALOONS,25000.0,Autoshow,C,511.0,FWD,5.8,4.3,3.3,2.6,2.5,5.0,,4.1,,,240,3230.0
2015 Volvo V60 Polestar,SUPER SALOONS,62000.0,Autoshow,B,662.0,AWD,6.1,5.9,5.5,3.6,3.9,5.1,,4.1,,,346,3985.0
2017 VUHL 05RR,TRACK TOYS,100000.0,Autoshow,S1,886.0,RWD,6.8,8.6,8.5,9.2,7.8,3.7,,4.1,,,385,1598.0
1945 WILLYS MB Jeep,PICK-UP & 4X4'S,40000.0,Autoshow,D,198.0,AWD,2.6,3.7,2.0,3.3,2.1,7.1,,4.1,,,60,2137.0
2019 Zenvo TSR-S,HYPERCARS,1200000.0,Autoshow,S2,927.0,RWD,9.0,8.7,6.7,7.2,9.6,4.0,,4.1,,,"1,177",3410.0
